plot_id,lat,long,surv_date,cover_type,height_cls
7100802101,45.666891,-76.41676,2012-09-17,Mixed,12-17 m
7100802102,45.670409,-76.4161,2012-09-17,Mixed,12-17 m
7100802201,45.66659,-76.633711,2003-09-01,Mixed,12-17 m
7100802202,45.663546,-76.637331,2003-09-01,Mixed,12-17 m
7100802301,45.683205,-75.884163,2003-11-12,Deciduous,17-22 m
7100802302,45.68727,-75.883685,2003-11-12,Mixed,12-17 m
7100802402,45.703737,-76.066096,2003-08-28,Deciduous,17-22 m
7100802501,45.700531,-76.399613,2003-08-16,Mixed,17-22 m
7100802502,45.701915,-76.394209,2003-08-16,Mixed,>22 m
7100802601,45.700257,-76.533612,2003-09-03,Deciduous,17-22 m
7100802602,45.701609,-76.538685,2003-09-03,Mixed,>22 m
7100802701,45.700426,-76.666529,2012-09-17,Mixed,12-17 m
7100802702,45.703622,-76.663267,2003-09-01,Mixed,17-22 m
7100802802,45.713159,-76.11262,2003-08-15,Mixed,17-22 m
7100802901,45.717394,-76.266235,2003-08-14,Mixed,>22 m
7100802902,45.717622,-76.272386,2003-08-14,Deciduous,>22 m
7100803001,45.717486,-76.449904,2003-09-03,Deciduous,17-22 m
7100803002,45.714224,-76.446611,2003-09-03,Deciduous,17-22 m
7100803101,45.717175,-76.482876,2003-08-12,Deciduous,17-22 m
7100803102,45.720555,-76.485893,2003-08-12,Coniferous,>22 m
7100803201,45.733115,-76.065635,2003-08-26,Deciduous,17-22 m
7100803202,45.731623,-76.0603,2003-08-27,Deciduous,17-22 m
7100803301,45.750799,-75.882336,2003-11-11,Deciduous,7-12 m
7100803302,45.753876,-75.878661,2003-11-11,Deciduous,17-22 m
7100803401,45.766436,-76.282512,2003-10-22,Mixed,12-17 m
7100803402,45.769384,-76.285433,2003-10-22,Deciduous,17-22 m
7100803501,45.782994,-75.932763,2003-11-11,Deciduous,17-22 m
7100803502,45.786892,-75.932478,2003-11-11,Deciduous,>22 m
7100803601,45.782616,-75.986434,2003-11-11,Mixed,17-22 m
7100803602,45.78373,-75.981162,2003-11-11,Deciduous,17-22 m
7100803701,45.782243,-76.183613,2003-10-16,Deciduous,>22 m
7100803702,45.785833,-76.186408,2003-10-16,Deciduous,>22 m
7100803801,45.782639,-76.467626,2003-10-27,Mixed,17-22 m
7100803901,45.782804,-76.583718,2003-09-17,Mixed,12-17 m
7100803902,45.783979,-76.577942,2003-09-17,Deciduous,17-22 m
7100804001,45.799235,-76.582322,2003-10-18,Deciduous,17-22 m
7100804002,45.80242,-76.585624,2003-10-18,Deciduous,17-22 m
7100804101,45.816331,-75.899509,2003-10-01,Mixed,17-22 m
7100804102,45.817519,-75.894503,2003-10-01,Coniferous,17-22 m
7100804201,45.815779,-76.582923,2003-10-22,Deciduous,12-17 m
7100804202,45.812415,-76.579769,2003-10-22,Deciduous,17-22 m
7100804301,45.816476,-76.750273000000007,2003-10-08,Deciduous,4-7 m
7100804302,45.815442,-76.744786,2003-10-08,Deciduous,12-17 m
7100804401,45.833932,-76.232241,2003-10-18,Deciduous,17-22 m
7100804402,45.833267,-76.226757,2003-10-18,Mixed,12-17 m
7100804501,45.833403,-76.332525,2003-10-21,Coniferous,12-17 m
7100804602,45.836523,-76.718953,2003-10-21,Deciduous,17-22 m
7100804701,45.849434,-76.383809,2003-10-24,Deciduous,17-22 m
7100804702,45.850685,-76.38913,2003-10-24,Deciduous,17-22 m
7100804801,45.849695,-76.966199,2003-09-30,Deciduous,>22 m
7100804802,45.852903,-76.962888,2003-09-30,Deciduous,>22 m
7100804901,45.849682,-77.03289,2003-09-28,Mixed,17-22 m
7100804902,45.852736,-77.036664,2003-09-28,Mixed,17-22 m
7100805001,45.865866,-76.649786,2003-10-07,Deciduous,17-22 m
7100805002,45.866786,-76.655627,2003-10-07,Deciduous,17-22 m
7100805102,45.884609,-76.037826,2003-09-11,Mixed,17-22 m
7100805201,45.883419,-76.316307,2003-10-27,Mixed,12-17 m
7100805202,45.880257,-76.319447,2003-10-27,Mixed,17-22 m
7100805301,45.882371,-76.466691,2003-10-20,Deciduous,17-22 m
7100805302,45.886305,-76.466776,2003-10-20,Mixed,>22 m
7100805401,45.882716,-76.700196,2003-10-07,Mixed,>22 m
7100805402,45.885853,-76.703767,2003-10-07,Mixed,>22 m
7100805501,45.899955,-76.400221,2003-09-14,Mixed,17-22 m
7100805502,45.903829,-76.399945,2003-09-14,Deciduous,17-22 m
7100805601,45.899917,-77.132699,2003-09-29,Mixed,17-22 m
7100805602,45.896198,-77.133084,2003-09-29,Deciduous,>22 m
7100805701,45.916584,-76.69981,2003-10-03,Mixed,>22 m
7100805702,45.915046,-76.705227,2003-10-03,Deciduous,>22 m
7100805801,45.916711,-76.766588,2003-10-23,Deciduous,>22 m
7100805802,45.915162,-76.761294,2003-10-23,Deciduous,17-22 m
7100805901,45.916485,-77.099782,2003-10-22,Mixed,12-17 m
7100805902,45.919563,-77.103586,2003-10-22,Mixed,17-22 m
7100806001,45.933965,-76.184019,2003-10-18,Deciduous,17-22 m
7100806002,45.937948,-76.183513,2003-10-18,Mixed,12-17 m
7100806101,45.933423,-76.717292,2003-10-22,Deciduous,17-22 m
7100806102,45.932863,-76.722627,2003-10-22,Mixed,17-22 m
7100806201,45.950199,-77.181682,2003-09-26,Mixed,17-22 m
7100806202,45.951298,-77.176474,2003-09-26,Mixed,17-22 m
7100806301,45.950302,-77.26663,2003-09-25,Deciduous,17-22 m
7100806302,45.954116,-77.266553,2003-09-25,Mixed,17-22 m
7100806401,45.967009,-75.949572,2003-09-29,Deciduous,7-12 m
7100806402,45.970076,-75.952772,2003-09-29,Deciduous,17-22 m
7100806501,45.96666,-76.731813,2003-10-04,Deciduous,>22 m
7100806502,45.969729,-76.735478,2003-10-01,Deciduous,>22 m
7100806601,46.000193,-75.866395,2012-12-19,Coniferous,12-17 m
7100806602,46.001382,-75.871469,2012-12-19,Mixed,17-22 m
7100806701,46.000228,-76.000111,2003-09-26,Mixed,>22 m
7100806702,46.003386,-75.996955,2003-09-26,Mixed,12-17 m
7100806801,46.017267,-75.983775,2012-09-07,Mixed,17-22 m
7100806802,46.013286,-75.983456,2003-09-28,Mixed,17-22 m
7100806901,46.016248,-76.116205,2003-10-24,Mixed,17-22 m
7100806902,46.014916,-76.12141,2003-10-24,Mixed,17-22 m
7100807001,46.015674,-76.866875,2003-09-12,Deciduous,17-22 m
7100807002,46.014188,-76.861271,2003-09-12,Mixed,>22 m
7100807101,46.033179,-76.016095000000007,2003-09-15,Coniferous,12-17 m
7100807102,46.034425,-76.021361,2003-09-15,Mixed,17-22 m
7100807201,46.032716,-76.165659,2003-09-16,Mixed,2-4 m
7100807202,46.031589,-76.160293,2003-09-16,Mixed,4-7 m
7100807301,46.046152,-75.999455,2003-09-29,Mixed,12-17 m
7100807302,46.049987,-75.999618,2003-09-29,Mixed,7-12 m
7100807401,46.083496,-77.182732,2003-09-08,Deciduous,17-22 m
7100807402,46.082626,-77.187915,2003-09-08,Deciduous,>22 m
7100807501,46.099356,-76.066151,2003-09-13,Mixed,17-22 m
7100807502,46.098477,-76.06058,2003-09-13,Mixed,17-22 m
7100807601,46.098846,-77.117024,2003-09-18,Deciduous,17-22 m
7100807602,46.100289,-77.111648,2003-09-18,Deciduous,17-22 m
7100807701,46.109092,-76.06644,2003-09-16,Mixed,12-17 m
7100807702,46.110635,-76.061351,2003-09-16,Coniferous,12-17 m
7100807801,46.117465,-76.249769,2003-09-12,Deciduous,7-12 m
7100807802,46.113423,-76.249487,2003-09-12,Deciduous,7-12 m
7100807902,46.163412,-75.963484,2003-09-26,Mixed,17-22 m
7100808002,46.168157,-76.110915,2003-08-11,Deciduous,>22 m
7100808101,46.183958,-75.866492,2003-09-27,Mixed,12-17 m
7100808102,46.185326,-75.861512,2012-09-09,Deciduous,17-22 m
7100808201,46.21634,-76.033137,2003-08-14,Mixed,17-22 m
7100808202,46.212579,-76.033261,2003-08-14,Deciduous,4-7 m
7100808302,46.233997,-76.138876,2003-08-14,Deciduous,17-22 m
7100808401,46.266117,-75.849892,2003-07-25,Mixed,17-22 m
7100808402,46.262086,-75.849963,2003-07-25,Coniferous,12-17 m
7100808502,46.265251,-76.021452,2003-08-14,Deciduous,7-12 m
7100808601,46.266595,-76.133615,2003-08-08,Deciduous,>22 m
7100808602,46.268182,-76.128168,2003-08-08,Deciduous,17-22 m
7100808701,46.266354,-76.14946,2003-07-22,Mixed,12-17 m
7100808702,46.269707,-76.14624,2003-07-22,Mixed,17-22 m
7100808801,46.28293,-75.966433,2003-07-28,Mixed,7-12 m
7100808901,46.283665,-76.048381,2003-07-29,Deciduous,17-22 m
7100808902,46.285006,-76.043237,2003-07-29,Mixed,17-22 m
7100809001,46.299492,-75.599374,2006-06-25,Deciduous,>22 m
7100809002,46.296597,-75.595138,2006-06-25,Deciduous,>22 m
7100809101,46.303171,-75.996413,2003-07-28,Mixed,17-22 m
7100809102,46.300018,-75.999544,2003-07-28,Deciduous,17-22 m
7100809201,46.333746,-75.865716,2003-07-14,Deciduous,17-22 m
7100809202,46.335167,-75.870644,2003-07-14,Deciduous,17-22 m
7100809301,46.33424,-76.051747,2003-08-12,Deciduous,17-22 m
7100809302,46.33098,-76.055209,2003-08-12,Deciduous,17-22 m
7100809401,46.333486,-76.116088,2003-08-12,Deciduous,17-22 m
7100809402,46.334752,-76.110755,2003-08-12,Mixed,17-22 m
7100809501,46.350383,-75.833347,2003-07-15,Mixed,17-22 m
7100809502,46.347568,-75.837108,2003-07-16,Mixed,12-17 m
7100809601,46.366907,-75.465322,2006-10-19,Deciduous,17-22 m
7100809602,46.363712,-75.462276,2006-10-19,Deciduous,17-22 m
7100809701,46.385553,-75.335671,2006-09-18,Deciduous,7-12 m
7100809801,46.383706,-75.999583,2003-07-28,Mixed,12-17 m
7100809802,46.384721,-76.005104,2003-07-28,Mixed,12-17 m
7100809901,46.382643,-76.149141,2003-08-09,Deciduous,17-22 m
7100809902,46.381782,-76.143736,2003-08-09,Deciduous,17-22 m
7100810001,46.401961,-75.331915,2006-09-28,Deciduous,17-22 m
7100810002,46.400478,-75.326823,2006-09-11,Deciduous,7-12 m
7100810101,46.400315,-75.562604,2006-06-27,Deciduous,12-17 m
7100810201,46.417076,-75.283576,2006-09-17,Mixed,12-17 m
7100810202,46.416029,-75.27824,2006-09-15,Deciduous,17-22 m
7100810301,46.434017,-75.917172,2003-07-17,Deciduous,17-22 m
7100810302,46.435151,-75.911915,2003-07-17,Deciduous,>22 m
7100810401,46.450153,-75.230916,2006-09-19,Deciduous,17-22 m
7100810402,46.446556,-75.22867,2006-09-19,Deciduous,>22 m
7100810502,46.447186,-75.880513,2003-07-25,Coniferous,12-17 m
7100810602,46.453635,-75.966756,2003-07-29,Deciduous,17-22 m
7100810701,46.467097,-75.18189,2006-09-06,Deciduous,17-22 m
7100810702,46.471048,-75.18199,2006-09-06,Mixed,12-17 m
7100810801,46.466876,-75.197924,2006-09-02,Deciduous,17-22 m
7100810802,46.467999,-75.20334,2006-09-02,Deciduous,17-22 m
7100810901,46.467266,-75.882816,2003-07-17,Mixed,17-22 m
7100810902,46.470262,-75.879447,2003-07-17,Mixed,12-17 m
7100811001,46.467008,-75.916499,2003-07-20,Mixed,12-17 m
7100811002,46.471017,-75.916891,2003-07-20,Deciduous,17-22 m
7100811101,46.467197,-76.131979,2003-08-16,Mixed,>22 m
7100811102,46.470144,-76.13564,2003-08-16,Deciduous,>22 m
7100811201,46.466997,-76.184002,2003-08-13,Deciduous,17-22 m
7100811202,46.468584,-76.178719,2003-08-13,Mixed,17-22 m
7100811301,46.516448,-76.033081,2003-08-27,Deciduous,>22 m
7100811302,46.51253,-76.032736,2003-08-27,Mixed,17-22 m
7100811401,46.550237,-75.716447,2006-06-24,Mixed,17-22 m
7100811402,46.553126,-75.712702,2006-06-24,Deciduous,17-22 m
7100811501,46.566843,-75.416327,2006-06-23,Deciduous,17-22 m
7100811502,46.570738,-75.41634,2006-06-23,Deciduous,>22 m
7100811601,46.56719,-76.066131,2003-08-11,Deciduous,12-17 m
7100811602,46.563373,-76.066201,2003-08-11,Deciduous,7-12 m
7100811702,46.581317,-75.03716,2006-07-24,Deciduous,17-22 m
7100811801,46.582964,-75.2211,2006-06-11,Deciduous,17-22 m
7100811802,46.579146,-75.220772,2006-06-11,Deciduous,17-22 m
7100811901,46.582941,-75.283342,2006-06-10,Deciduous,17-22 m
7100811902,46.579829,-75.280019,2006-06-15,Deciduous,17-22 m
7100812001,46.583487,-75.416374,2006-06-26,Deciduous,17-22 m
7100812101,46.583795,-75.767534,2003-08-23,Coniferous,12-17 m
7100812102,46.58704,-75.769792,2003-08-23,Deciduous,17-22 m
7100812201,46.58377,-76.01601,2003-08-11,Mixed,17-22 m
7100812202,46.585131,-76.010502,2003-08-11,Deciduous,17-22 m
7100812301,46.617615,-75.483392,2006-06-25,Coniferous,12-17 m
7100812401,46.615802,-75.498141,2006-06-10,Mixed,17-22 m
7100812402,46.619874,-75.496734,2006-06-10,Deciduous,17-22 m
7100812501,46.617275,-75.934164,2003-08-12,Mixed,4-7 m
7100812502,46.616383,-75.928856,2003-08-12,Mixed,17-22 m
7100812601,46.633643,-75.233242,2006-06-09,Deciduous,17-22 m
7100812602,46.632684,-75.22787,2006-06-10,Deciduous,>22 m
7100812701,46.633166,-75.932399,2003-08-09,Deciduous,>22 m
7100812702,46.630132,-75.9293,2003-08-09,Deciduous,17-22 m
7100812801,46.650451,-75.74991,2006-10-10,Deciduous,17-22 m
7100812901,46.666813,-75.382534,2006-06-23,Deciduous,>22 m
7100812902,46.663708,-75.37958,2006-06-23,Deciduous,>22 m
7100813001,46.683815,-75.331906,2006-07-20,Deciduous,7-12 m
7100813002,46.685249,-75.32696,2006-06-23,Deciduous,17-22 m
7100813101,46.68402,-75.48335,2006-10-31,Deciduous,>22 m
7100813102,46.685231,-75.477941,2006-10-31,Mixed,12-17 m
7100813201,46.706892,-75.518742,2006-06-25,Deciduous,>22 m
7100813202,46.703814,-75.515424,2006-06-25,Mixed,17-22 m
7100813301,46.834075,-75.366697,2006-06-25,Deciduous,17-22 m
7100813302,46.830328,-75.366303,2006-06-25,Deciduous,7-12 m
7100813401,47.484218,-75.182184,2006-09-10,Deciduous,>22 m
7100813402,47.487461,-75.185713,2006-09-10,Deciduous,17-22 m
7100900101,50.013689,-74.997443,2012-05-18,Mixed,4-7 m
7100900102,50.01514,-74.992297,2013-09-11,Mixed,7-12 m
7100900302,50.113097,-73.597357,2010-07-09,Mixed,2-4 m
7100900401,50.137136,-73.600553,2010-07-09,Coniferous,0-2 m
7100900402,50.134964,-73.596688,2010-07-09,Coniferous,0-2 m
7100900502,50.128406,-74.075938,2013-09-15,Mixed,12-17 m
7100900601,50.14692,-74.297781,2012-08-10,Coniferous,12-17 m
7100900602,50.143168,-74.298111,2012-08-10,Coniferous,12-17 m
7100900701,50.198675,-74.865386,2013-09-08,Coniferous,12-17 m
7100900702,50.195696,-74.8618,2013-09-08,Coniferous,12-17 m
7100900801,50.233399,-73.416023,2010-08-28,Coniferous,17-22 m
7100900802,50.229533000000004,-73.416829,2010-08-28,Coniferous,17-22 m
7100900901,50.284283,-73.267487,2010-08-07,Mixed,12-17 m
7100900902,50.282617,-73.261799,2010-08-07,Coniferous,7-12 m
7100901001,50.282809,-73.349201,2010-07-08,Mixed,2-4 m
7100901101,50.279834,-74.232567,2013-10-20,Deciduous,4-7 m
7100901202,50.28007,-74.587196,2012-08-11,Coniferous,12-17 m
7100901302,50.298408,-74.070858,2013-06-26,Coniferous,7-12 m
7100901401,50.330153,-73.999029,2013-09-08,Coniferous,12-17 m
7100901402,50.333025,-73.995898,2013-09-08,Coniferous,17-22 m
7100901501,50.380668,-74.114463,2013-06-27,Coniferous,7-12 m
7100901601,50.398512,-74.564598,2012-09-06,Coniferous,7-12 m
7100901602,50.397161,-74.558927,2012-09-06,Coniferous,12-17 m
7100901701,50.415229,-73.532025,2013-09-13,Coniferous,2-4 m
7100901702,50.418447,-73.535306,2013-09-13,Coniferous,2-4 m
7100901801,50.447478,-74.231252,2012-08-11,Coniferous,7-12 m
7100901802,50.446221,-74.236738,2012-08-31,Coniferous,4-7 m
7100901901,50.448347,-74.597736,2012-07-25,Coniferous,7-12 m
7100901902,50.451186,-74.594127,2012-07-25,Coniferous,7-12 m
7100902001,50.679719,-74.284564,2013-06-29,Coniferous,12-17 m
7100902102,50.719361,-73.228294,2013-06-20,Coniferous,12-17 m
7100902201,50.733261,-73.565530999999993,2013-06-26,Coniferous,12-17 m
7100902202,50.73692,-73.566075,2013-06-26,Coniferous,12-17 m
7101000201,49.050253,-72.649848,2010-07-01,Mixed,17-22 m
7101000301,49.116528,-73.865745,2015-06-02,Coniferous,12-17 m
7101000302,49.120023,-73.869511,2010-08-20,Coniferous,17-22 m
7101000401,49.429931,-75.10498,2012-09-02,Coniferous,4-7 m
7101000402,49.431259,-75.09951,2012-07-26,Coniferous,7-12 m
7101000601,49.447626,-74.898998,2012-07-08,Coniferous,4-7 m
7101000602,49.450733,-74.895624,2012-07-08,Coniferous,4-7 m
7101000701,49.482537,-73.463439,2010-07-13,Mixed,7-12 m
7101000702,49.483641,-73.457807,2010-07-13,Mixed,4-7 m
7101000801,49.649796,-73.330337,2010-07-10,Coniferous,4-7 m
7101000901,49.666352,-73.463302,2010-07-14,Coniferous,12-17 m
7101000902,49.667474,-73.457746,2010-07-14,Coniferous,12-17 m
7101001001,49.663762,-75.049277,2012-09-19,Coniferous,12-17 m
7101001002,49.660553,-75.052295,2012-09-19,Coniferous,12-17 m
7101001101,49.681698,-74.965309,2012-07-09,Coniferous,12-17 m
7101001102,49.678739,-74.961728,2012-07-09,Coniferous,12-17 m
7101001201,49.720431,-74.166711,2012-09-18,Coniferous,7-12 m
7101001301,49.730306,-74.381724,2012-07-15,Coniferous,12-17 m
7101001302,49.727294,-74.37809,2012-07-15,Coniferous,7-12 m
7101001401,49.730144,-74.515641,2012-07-10,Coniferous,4-7 m
7101001402,49.733909,-74.51597,2012-07-10,Coniferous,4-7 m
7101001501,49.766963,-75.328673,2012-08-15,Coniferous,12-17 m
7101001502,49.766589,-75.322865,2012-08-15,Coniferous,12-17 m
7101001601,49.783451,-73.462394,2010-08-26,Coniferous,12-17 m
7101001602,49.780305,-73.465771,2010-08-26,Coniferous,12-17 m
7101001701,49.797827,-74.148687,2012-09-04,Coniferous,12-17 m
7101001702,49.800921,-74.145325,2012-09-04,Coniferous,12-17 m
7101001801,49.799172,-75.052542,2012-08-14,Coniferous,12-17 m
7101001802,49.798184,-75.046876,2012-08-14,Coniferous,12-17 m
7101001901,49.832635,-74.377911,2012-09-20,Coniferous,12-17 m
7101001902,49.829618,-74.382068,2012-09-20,Coniferous,7-12 m
7101002001,49.8302,-75.104329,2013-09-12,Coniferous,4-7 m
7101002002,49.831536,-75.09873,2013-09-12,Coniferous,7-12 m
7101002101,49.931369,-73.887656,2010-08-11,Mixed,2-4 m
7101002102,49.932357,-73.893277,2010-08-11,Coniferous,2-4 m
7101002201,49.947454,-74.782131,2013-10-18,Coniferous,7-12 m
7101002401,49.96715,-73.198637,2010-07-13,Coniferous,7-12 m
7101002402,49.967605,-73.204405,2010-07-08,Coniferous,12-17 m
7101002501,49.966544,-73.682357,2010-08-28,Coniferous,7-12 m
7101002502,49.963141,-73.679417,2010-08-28,Coniferous,7-12 m
7101002701,50.783529,-73.215415,2013-06-20,Coniferous,12-17 m
7101002702,50.786496,-73.219254,2013-06-20,Coniferous,12-17 m
7101002802,50.793759,-74.33789,2013-08-31,Mixed,2-4 m
7101002901,50.883325,-73.415191,2014-08-23,Coniferous,7-12 m
7101002902,50.884567,-73.421043,2014-08-23,Coniferous,7-12 m
7101003102,50.94986,-72.861953,2013-06-21,Coniferous,12-17 m
7101003401,51.133952,-72.235168,2013-06-19,Coniferous,12-17 m
7101003402,51.137001,-72.231969,2013-06-19,Coniferous,7-12 m
7101003501,51.132485,-72.466406,2013-06-24,Coniferous,7-12 m
7101003502,51.128517,-72.46598,2013-06-24,Coniferous,7-12 m
7101003801,51.234194,-72.40012,2013-06-21,Coniferous,12-17 m
7101004901,51.413613,-71.71948,2014-08-24,Mixed,4-7 m
7101004902,51.416629,-71.715927,2014-08-24,Coniferous,4-7 m
7101005101,51.434729,-72.086015,2013-06-24,Coniferous,17-22 m
7101005102,51.433831,-72.080146,2013-06-24,Coniferous,4-7 m
7101005301,51.46818,-72.102555,2013-06-23,Coniferous,12-17 m
7101005302,51.469068,-72.108372,2013-06-23,Coniferous,12-17 m
7101005401,51.53219,-71.918834,2013-06-23,Coniferous,12-17 m
7101005402,51.529277,-71.922606,2013-06-23,Coniferous,12-17 m
7108400101,49.188273,-73.249191,2010-08-07,Mixed,7-12 m
7108400102,49.184515,-73.249457,2010-08-07,Mixed,7-12 m
7108600101,49.383784,-72.930996,2010-08-20,Coniferous,7-12 m
7108600102,49.386904,-72.927378,2010-08-19,Coniferous,12-17 m
7108600201,49.618546,-72.897846,2010-06-29,Coniferous,17-22 m
7108600202,49.617694,-72.903517,2010-06-29,Coniferous,12-17 m
7108700101,49.716978,-73.066191,2016-08-11,Coniferous,2-4 m
7108700102,49.712978,-73.0663,2010-08-26,Coniferous,12-17 m
7108800101,49.116899,-73.683579,2010-08-20,Coniferous,12-17 m
7108800102,49.120793,-73.682963,2010-08-20,Coniferous,12-17 m
7108900202,49.264222,-73.896089,2010-08-08,Deciduous,2-4 m
7108900301,49.33282,-74.115269,2010-09-16,Coniferous,12-17 m
7108900302,49.331617,-74.109764,2010-09-16,Coniferous,12-17 m
7108900401,49.366364,-74.298722,2010-09-16,Mixed,7-12 m
7108900402,49.363177,-74.29538,2010-09-16,Coniferous,7-12 m
7108900501,49.566992,-74.233526,2010-08-10,Coniferous,7-12 m
7108900502,49.568143,-74.227819,2010-08-05,Coniferous,7-12 m
7109400101,45.983028,-76.900154,2003-10-23,Mixed,>22 m
7109400102,45.985935,-76.896786,2003-10-23,Mixed,17-22 m
7109400201,46.016087,-76.899977,2003-09-12,Deciduous,17-22 m
7109400202,46.01495,-76.894367,2003-09-12,Mixed,17-22 m
7109400301,46.015973,-76.999162,2003-09-26,Deciduous,7-12 m
7109400401,46.015599,-77.098993,2003-09-24,Mixed,17-22 m
7109400402,46.014074,-77.093431,2003-09-24,Mixed,>22 m
7109400501,46.032375,-77.033769,2003-10-07,Mixed,12-17 m
7109400502,46.033827,-77.028721,2003-10-07,Mixed,12-17 m
7109400601,46.065574,-76.901038,2003-09-05,Deciduous,17-22 m
7109400602,46.061355,-76.901168,2003-09-05,Mixed,17-22 m
7109400701,46.067221,-77.016156,2003-08-31,Mixed,7-12 m
7109400702,46.070515,-77.018467,2003-08-31,Mixed,>22 m
7109400801,46.082844,-76.932524,2003-09-16,Mixed,17-22 m
7109400802,46.080367,-76.936502,2003-09-16,Deciduous,17-22 m
7109400901,46.116103,-76.649898,2003-09-03,Deciduous,>22 m
7109400902,46.115103,-76.644623,2003-09-03,Deciduous,>22 m
7109401001,46.131747,-76.880487,2003-09-16,Deciduous,4-7 m
7109401002,46.132925,-76.875477,2003-09-16,Deciduous,>22 m
7109401101,46.149827,-76.681843,2003-09-26,Mixed,>22 m
7109401102,46.150832,-76.687067,2003-09-26,Mixed,17-22 m
7109401201,46.149442,-76.900314,2003-09-18,Deciduous,17-22 m
7109401202,46.150681,-76.895338,2003-09-18,Deciduous,17-22 m
7109401301,46.16664,-76.733025,2003-09-24,Deciduous,17-22 m
7109401302,46.170182,-76.729861,2003-09-24,Mixed,17-22 m
7109401401,46.166739,-77.066727,2003-09-26,Deciduous,17-22 m
7109401402,46.162834,-77.066843,2003-09-26,Coniferous,17-22 m
7109401501,46.18315,-76.882364,2003-09-03,Mixed,17-22 m
7109401502,46.184107,-76.887788,2003-09-03,Deciduous,17-22 m
7109401601,46.212467,-76.784718,2003-09-24,Mixed,12-17 m
7109401602,46.213106,-76.7902,2003-09-24,Mixed,12-17 m
7109401701,46.219568,-77.016016,2003-09-18,Mixed,>22 m
7109401702,46.215654,-77.016183,2003-09-18,Mixed,17-22 m
7109401801,46.23381,-76.750112,2003-09-22,Deciduous,17-22 m
7109401802,46.230757,-76.747174,2003-09-22,Deciduous,17-22 m
7109401901,46.233,-76.866177,2003-09-12,Deciduous,12-17 m
7109401902,46.235888,-76.862842,2003-09-12,Mixed,17-22 m
7109402001,46.266215,-76.732779,2003-09-21,Mixed,12-17 m
7109402002,46.26902,-76.736439,2003-09-21,Deciduous,17-22 m
7109402101,46.298406,-77.014445,2003-09-06,Deciduous,17-22 m
7109402102,46.300015,-77.009482,2003-09-06,Mixed,17-22 m
7109402201,46.316761,-76.832293,2003-09-19,Mixed,12-17 m
7109402202,46.312803,-76.832233,2003-09-19,Mixed,12-17 m
7109402301,46.33176,-77.000224,2003-08-28,Mixed,12-17 m
7109402302,46.335107,-76.9977,2003-08-28,Deciduous,17-22 m
7109500101,46.232508,-75.683331,2006-09-25,Mixed,17-22 m
7109500102,46.229692,-75.679626,2006-06-25,Deciduous,>22 m
7109500201,46.25024,-75.716489,2006-09-29,Deciduous,17-22 m
7109500202,46.247196,-75.713498,2006-09-29,Deciduous,17-22 m
7109500301,46.283406,-75.466597,2006-09-22,Mixed,>22 m
7109500401,46.283229,-75.515874,2012-09-06,Mixed,>22 m
7109500402,46.284227,-75.510561,2006-09-02,Deciduous,12-17 m
7109500501,46.316958,-75.38251,2006-09-19,Deciduous,17-22 m
7109500502,46.315788,-75.388013,2006-09-19,Mixed,17-22 m
7109500601,46.433277,-75.266573,2006-09-15,Deciduous,17-22 m
7109500602,46.429475,-75.266906,2006-09-15,Deciduous,17-22 m
7109500701,46.450267,-75.282838,2006-09-28,Mixed,17-22 m
7109500702,46.449318,-75.277314,2006-09-28,Deciduous,17-22 m
7109500801,46.450487,-75.632724,2006-06-13,Mixed,12-17 m
7109500802,46.447635,-75.636322,2006-06-13,Mixed,17-22 m
7109500901,46.467184,-75.616052,2006-06-12,Deciduous,17-22 m
7109500902,46.468367,-75.610838,2006-06-12,Deciduous,17-22 m
7109501001,46.466791,-75.666813,2006-06-13,Deciduous,17-22 m
7109501002,46.46575,-75.660983,2006-06-13,Deciduous,17-22 m
7109501101,46.584274,-75.015224,2006-07-23,Deciduous,>22 m
7109501102,46.587544,-75.012133,2006-07-23,Deciduous,>22 m
7109501201,46.583866,-75.099934,2006-09-04,Mixed,12-17 m
7109501202,46.58048,-75.096003,2006-09-04,Deciduous,17-22 m
7109501301,46.599962,-75.080998,2006-11-21,Mixed,17-22 m
7109501302,46.598741,-75.086277,2006-11-21,Mixed,>22 m
7109501401,46.616167,-75.182651,2006-06-11,Mixed,17-22 m
7109501402,46.619228,-75.185971,2006-06-11,Deciduous,>22 m
7109501501,46.616905,-75.584594,2006-06-22,Deciduous,>22 m
7109501502,46.620045,-75.588001,2006-06-25,Deciduous,>22 m
7109501601,46.649286,-74.951032,2006-07-09,Mixed,7-12 m
7109501602,46.650928,-74.94572,2006-07-09,Deciduous,17-22 m
7109501701,46.66616,-74.916918,2006-07-22,Deciduous,17-22 m
7109501702,46.669358,-74.913655,2006-08-31,Deciduous,>22 m
7109501801,46.666591,-74.949261,2006-07-09,Mixed,7-12 m
7109501902,46.686716,-74.962781,2006-09-01,Mixed,4-7 m
7109502001,46.682871,-75.167278,2006-06-09,Deciduous,17-22 m
7109502002,46.684337,-75.161882,2006-06-09,Deciduous,17-22 m
7109502101,46.716539,-74.882512,2007-09-04,Deciduous,17-22 m
7109502102,46.715217,-74.887672,2007-09-04,Mixed,4-7 m
7109502201,46.716343,-74.916203,2006-07-21,Deciduous,17-22 m
7109502202,46.713065,-74.919335,2006-07-21,Deciduous,17-22 m
