plot_id,lat,long,surv_date,cover_type,height_cls
0099100101,45.35944,-72.895796,2012-11-12,Deciduous,17-22 m
0099100102,45.362671,-72.892443,2012-09-08,Deciduous,>22 m
0099100201,45.491962,-71.167274,2008-09-11,Deciduous,17-22 m
0099100202,45.49068,-71.161796,2008-09-11,Deciduous,17-22 m
0099100301,45.477105,-72.587921,2012-08-30,Deciduous,>22 m
0099100302,45.479687,-72.584477,2012-08-30,Deciduous,>22 m
0099100401,45.505591,-73.046521,2009-06-19,Deciduous,>22 m
0099100402,45.502454,-73.049783,2009-06-19,Deciduous,17-22 m
0099100501,45.500583,-73.059075000000007,2012-09-07,Deciduous,17-22 m
0099100502,45.496759,-73.059169,2012-09-07,Deciduous,>22 m
0099100601,45.732805,-72.276485,2009-08-17,Deciduous,>22 m
0099100602,45.736679,-72.276105,2009-08-17,Deciduous,12-17 m
0099100701,45.862019,-71.184681,2010-06-07,Deciduous,17-22 m
0099100702,45.858931,-71.187957,2010-06-06,Mixed,17-22 m
0099100801,46.056429,-71.883081,2009-11-18,Deciduous,>22 m
0099100802,46.058742,-71.886021,2009-11-18,Deciduous,17-22 m
0119600101,48.365302,-65.438179,2016-06-16,Coniferous,17-22 m
0119600102,48.363669,-65.432931,2016-06-16,Coniferous,17-22 m
0119600201,48.369735,-67.024989,2015-06-03,Coniferous,12-17 m
0119600202,48.373163,-67.022458,2015-06-03,Coniferous,12-17 m
0119600301,48.529007,-64.41546,2016-06-15,Coniferous,12-17 m
0119600302,48.526197,-64.412163,2016-06-14,Coniferous,12-17 m
0119600401,48.567676,-64.817436,2014-06-06,Coniferous,12-17 m
0119600402,48.564843,-64.820826,2014-06-06,Coniferous,12-17 m
0119600501,48.699068,-66.868422,2016-06-03,Coniferous,17-22 m
0119600502,48.700073,-66.862863,2016-06-03,Coniferous,17-22 m
0119600601,48.739643,-64.713242,2014-06-04,Mixed,7-12 m
0119600602,48.742759,-64.70935,2014-06-05,Coniferous,7-12 m
0119600801,48.788567,-66.643495,2016-06-01,Coniferous,12-17 m
0119600802,48.79132,-66.647956,2016-06-01,Coniferous,7-12 m
0119600901,48.805882,-66.074857,2016-06-19,Coniferous,7-12 m
0119600902,48.804513,-66.06949,2016-06-19,Coniferous,7-12 m
0119601001,48.983219,-66.225964,2016-06-17,Coniferous,12-17 m
0119601002,48.983888,-66.232426,2016-06-17,Coniferous,12-17 m
0119601101,48.98376,-66.532802,2016-06-18,Coniferous,12-17 m
0119601102,48.987746,-66.532548,2016-06-18,Coniferous,12-17 m
0119601201,49.024901,-66.630424,2016-06-01,Mixed,12-17 m
0119601202,49.025849,-66.635687,2016-06-01,Coniferous,12-17 m
0219600101,46.735603,-73.267033,2010-10-31,Mixed,17-22 m
0219600102,46.735758,-73.27275,2010-10-31,Mixed,17-22 m
0219600201,46.768144,-73.406411,2010-11-08,Mixed,17-22 m
0219600202,46.7717,-73.408932,2010-11-01,Mixed,17-22 m
0219600301,46.946487,-73.518378,2010-11-15,Mixed,17-22 m
0219600302,46.943123,-73.515382,2010-11-15,Coniferous,12-17 m
0219600401,48.087018,-72.424527,2007-07-17,Coniferous,7-12 m
0219600402,48.089772,-72.428537,2007-07-17,Coniferous,12-17 m
0219900101,47.316736,-71.096222,2012-06-26,Coniferous,12-17 m
0300400102,48.068069,-70.788676,2003-09-13,Mixed,12-17 m
0300600101,46.968146,-71.261939,2003-08-30,Mixed,12-17 m
0300600202,47.029176,-72.134839,2003-07-10,Mixed,17-22 m
0300600301,47.083346,-72.182622,2003-07-24,Deciduous,7-12 m
0300600302,47.085348,-72.187263,2003-07-25,Mixed,7-12 m
0300800102,48.586292,-66.287196,2003-10-11,Coniferous,7-12 m
0301000101,47.273999,-69.879153,2003-07-29,Deciduous,17-22 m
0301000201,47.321781,-69.37983,2003-09-29,Coniferous,12-17 m
0301100101,45.48288,-75.919096,2003-11-16,Deciduous,17-22 m
0301100102,45.48085,-75.923754,2003-11-16,Deciduous,17-22 m
0301200102,45.78065,-76.462681,2003-10-27,Mixed,12-17 m
0301200201,45.833037,-76.720986,2003-10-21,Deciduous,17-22 m
0301200302,45.882184,-76.43341,2003-10-24,Deciduous,4-7 m
0301200401,45.884063,-76.68432,2003-10-04,Coniferous,17-22 m
0301300102,46.571308,-75.757113,2003-08-21,Deciduous,17-22 m
0301400101,46.165159,-76.111225,2003-08-11,Deciduous,>22 m
0301400202,46.451547,-76.944068,2003-09-17,Coniferous,12-17 m
0301500102,46.721092,-77.882459,2003-10-08,Deciduous,17-22 m
0301700101,46.431298,-77.938287,2003-08-18,Mixed,17-22 m
0301700201,46.538438,-78.276149,2003-09-26,Deciduous,>22 m
0301700302,46.704076,-78.798928,2003-09-09,Mixed,>22 m
0301700402,46.731707,-78.594338,2003-08-31,Mixed,12-17 m
0301800101,46.934409,-78.591464,2003-09-02,Mixed,12-17 m
0301800202,46.954018,-78.279595,2003-09-20,Mixed,17-22 m
0301800301,46.984113,-78.417559,2003-09-05,Mixed,17-22 m
0301800302,46.985675,-78.412439,2003-09-05,Mixed,17-22 m
0301800401,47.255018,-78.068293,2003-08-08,Deciduous,17-22 m
0319600101,46.651959,-70.639689,2003-07-05,Coniferous,4-7 m
0502800101,47.827753,-78.971535,2005-07-10,Mixed,7-12 m
0502800102,47.829692,-78.966866,2005-07-10,Coniferous,12-17 m
0502800202,48.117217,-78.544129,2005-06-19,Coniferous,12-17 m
0502800301,47.681773,-78.390406,2005-07-08,Coniferous,12-17 m
0504700102,48.097151,-77.529791,2005-09-29,Mixed,12-17 m
0519800102,46.128986,-70.315873,2005-07-06,Mixed,12-17 m
0519800202,46.320318,-70.468142,2005-07-08,Mixed,12-17 m
0602400102,46.653696,-75.746703,2006-10-10,Deciduous,>22 m
0602400201,47.302526,-75.433041,2006-10-03,Deciduous,17-22 m
0602500101,46.431366,-75.244716,2006-09-20,Deciduous,>22 m
0602500102,46.432994,-75.239721,2006-09-20,Deciduous,>22 m
0602500202,46.398144,-75.557881,2006-06-27,Mixed,17-22 m
0602500302,46.286781,-75.463704,2006-09-22,Mixed,>22 m
0602500401,46.690557,-74.96278,2006-07-22,Deciduous,7-12 m
0602500501,46.552966,-74.881274,2006-09-01,Mixed,17-22 m
0602500601,46.579495,-75.041737,2006-07-24,Deciduous,17-22 m
0602500702,46.587308,-75.416076,2006-06-26,Deciduous,2-4 m
0602500802,46.667515,-74.943796,2006-08-31,Deciduous,17-22 m
0602500902,46.619106,-75.47899,2006-09-26,Mixed,17-22 m
0619702001,46.791187,-73.109846,2006-10-20,Deciduous,17-22 m
0619702002,46.790038,-73.105309,2006-10-21,Deciduous,17-22 m
0619803501,47.291163,-71.150619,2011-06-17,Coniferous,7-12 m
0700200102,48.170737,-71.013572,2007-07-04,Coniferous,12-17 m
0700200202,48.237139,-71.029827,2007-07-07,Mixed,4-7 m
0700200302,48.136896,-71.569285,2007-07-09,Mixed,2-4 m
0700200401,48.63238,-71.357464,2007-06-26,Deciduous,17-22 m
0700200501,47.884528,-72.649537,2007-08-22,Coniferous,7-12 m
0700200601,47.874025,-72.135203,2007-08-22,Coniferous,4-7 m
0700200701,47.491168,-72.536237,2007-07-17,Coniferous,12-17 m
0700200801,48.134455,-73.161237,2007-08-05,Mixed,7-12 m
0700200902,48.076507,-73.432946,2007-08-02,Coniferous,4-7 m
0700201101,48.087923,-71.573935,2007-07-09,Coniferous,4-7 m
0700201102,48.084685,-71.576821,2007-07-09,Coniferous,4-7 m
0700201201,48.403283,-71.571724,2007-07-11,Mixed,17-22 m
0700201302,47.887137,-72.90372,2007-08-01,Mixed,4-7 m
0700300102,46.916331,-74.544104,2007-08-29,Mixed,17-22 m
0700300201,48.651752,-76.399231,2007-08-30,Coniferous,2-4 m
0700300302,49.163717,-78.235415,2007-09-06,Mixed,4-7 m
0700300401,49.402698,-78.85455,2007-09-23,Coniferous,12-17 m
0700300601,49.532324,-79.008894,2007-08-16,Coniferous,12-17 m
0700300702,49.203848,-77.883405,2007-07-21,Coniferous,7-12 m
0700300801,48.208372,-76.116372,2007-09-01,Mixed,4-7 m
0800100102,45.780702,-74.368688,2008-09-16,Deciduous,17-22 m
0800100202,45.903594,-74.052082,2008-08-22,Deciduous,17-22 m
0800100302,45.84886,-74.011304,2008-07-09,Mixed,12-17 m
0800100402,45.788195,-74.4162,2008-06-11,Deciduous,17-22 m
0800100501,46.236133,-74.510447,2008-10-20,Deciduous,17-22 m
0800100602,45.314117,-71.338752,2008-09-16,Coniferous,2-4 m
0800100701,45.588249,-74.289345,2008-07-01,Mixed,12-17 m
0901200101,46.218789,-72.454835,2009-09-09,Coniferous,7-12 m
0901200401,45.981791,-72.175219,2009-09-10,Mixed,17-22 m
0901200402,45.981711,-72.169865,2009-09-10,Deciduous,>22 m
0919700101,45.911325,-72.665097,2009-06-08,Deciduous,7-12 m
0919700201,46.021068,-72.600742,2009-06-09,Mixed,17-22 m
0919700302,46.075717,-72.968402,2009-06-17,Deciduous,>22 m
0919700401,46.019364,-72.786516,2009-06-18,Mixed,17-22 m
0919700501,46.065188,-72.642319,2009-06-18,Mixed,17-22 m
0919700701,45.55006,-72.425947,2009-06-20,Mixed,12-17 m
0919701001,46.295498,-72.514473,2009-06-20,Deciduous,>22 m
1000200102,47.503296,-73.163035,2010-08-24,Deciduous,>22 m
1000200302,47.545694,-73.058154,2010-09-05,Mixed,>22 m
1000200402,47.580996,-73.195081,2010-07-26,Deciduous,7-12 m
1000300202,49.648036,-73.325676,2010-07-10,Coniferous,4-7 m
1000300301,49.433292,-73.249944,2010-08-23,Coniferous,4-7 m
1000400101,46.230983,-70.845988,2010-09-10,Mixed,7-12 m
1000400202,46.034505,-70.744036,2010-07-13,Deciduous,17-22 m
1000400301,46.280397,-71.321832,2010-08-10,Deciduous,17-22 m
1000400501,46.002372,-71.106125,2010-07-11,Coniferous,4-7 m
1000400602,47.896862,-74.585974,2010-07-28,Mixed,12-17 m
1004900102,46.984318,-72.337562,2010-11-14,Deciduous,>22 m
1019700801,45.831352,-70.804223,2010-06-20,Deciduous,17-22 m
1103300101,46.500072,-73.025958,2011-07-12,Deciduous,17-22 m
1103300202,46.82982,-72.631097,2011-08-20,Coniferous,12-17 m
1103300301,47.233316,-72.707201,2011-07-17,Deciduous,17-22 m
1103400102,46.463893,-73.429784,2011-07-27,Deciduous,17-22 m
1103400201,45.766004,-73.533054,2011-08-04,Deciduous,17-22 m
1103400202,45.765024,-73.527641,2011-08-04,Mixed,17-22 m
1119700102,47.57677,-69.528817,2011-06-16,Coniferous,12-17 m
1119710202,45.346016,-71.231608,2011-12-18,Mixed,17-22 m
1202600301,49.514316,-74.976337,2012-07-26,Coniferous,7-12 m
1202600802,50.145255,-74.303168,2012-11-01,Coniferous,12-17 m
1202610001,49.094666,-75.125123,2012-07-01,Coniferous,12-17 m
1202700101,45.038228,-73.744852,2012-08-21,Deciduous,17-22 m
1202700201,45.096961,-72.958592,2012-09-03,Deciduous,12-17 m
1202700202,45.100786,-72.958568,2012-09-03,Deciduous,17-22 m
1202700302,45.12025,-74.3996,2012-08-17,Coniferous,4-7 m
1202700402,45.903667,-73.182342,2012-08-22,Deciduous,>22 m
1202700502,49.752442,-77.00279,2012-07-30,Coniferous,12-17 m
1202700701,45.440379,-74.326087,2012-08-17,Deciduous,>22 m
1202700702,45.439247,-74.320907,2012-08-17,Deciduous,>22 m
1202700802,50.404387,-76.202147,2012-07-26,Coniferous,12-17 m
1202700902,45.151477,-73.116105,2012-08-31,Deciduous,17-22 m
1202701101,50.529487,-76.975232,2012-10-04,Coniferous,12-17 m
1202717401,45.092671,-73.901414,2012-08-21,Deciduous,12-17 m
1219602502,45.778392,-76.183415,2012-12-11,Deciduous,17-22 m
1219602602,45.82028,-76.750470000000007,2012-12-02,Mixed,>22 m
1219602701,45.976545,-75.84372,2012-12-01,Deciduous,12-17 m
1219602702,45.977847,-75.838555,2012-12-12,Deciduous,>22 m
1219602801,46.263965,-76.026648,2012-12-13,Deciduous,17-22 m
1219603102,49.951192,-74.779081,2012-05-15,Coniferous,7-12 m
1219603401,46.621307,-75.58277,2012-12-16,Deciduous,17-22 m
1219603702,46.369051,-76.946692,2012-11-29,Mixed,12-17 m
1219605401,48.780655,-74.515789,2012-11-02,Coniferous,12-17 m
1219605601,49.271825,-76.311944,2012-11-18,Coniferous,12-17 m
1219611002,48.551147,-79.361487,2012-08-21,Deciduous,17-22 m
1219611102,48.620388,-79.316682,2012-08-23,Deciduous,17-22 m
1219611202,48.646062,-78.782382,2012-11-14,Coniferous,12-17 m
1219612402,48.880476,-74.579688,2012-11-04,Coniferous,12-17 m
1219614201,48.666481,-72.432441,2012-06-14,Deciduous,12-17 m
1219614202,48.668731,-72.42775,2012-05-19,Deciduous,4-7 m
1219614902,48.764182,-79.14599,2012-11-13,Mixed,>22 m
1219615001,48.97272,-79.223746,2012-08-25,Mixed,17-22 m
1219617602,50.468498,-72.871849,2012-07-01,Coniferous,12-17 m
1219618101,45.831101,-71.44889,2012-09-23,Mixed,12-17 m
1219618502,46.527798,-76.266867,2012-12-14,Coniferous,7-12 m
1219618702,48.988222,-78.252462,2012-11-17,Mixed,4-7 m
1219619002,45.680669,-72.128352,2012-12-15,Mixed,7-12 m
1219638602,48.670343,-70.412623,2012-06-17,Coniferous,4-7 m
1219705801,47.23643,-69.855743,2012-06-18,Mixed,17-22 m
1319600102,45.169597,-72.230051,2013-04-19,Deciduous,>22 m
1319600201,45.584653,-71.296,2013-05-06,Mixed,12-17 m
1319600301,45.587623,-72.002273,2013-05-02,Mixed,12-17 m
1319600402,45.717003,-70.988526,2013-05-05,Coniferous,7-12 m
1319600501,45.751385,-70.874097,2013-05-01,Mixed,7-12 m
1319600701,46.293436,-71.166792,2013-05-03,Mixed,4-7 m
1319600901,46.153365,-72.587851,2013-04-29,Deciduous,>22 m
1319601002,46.515533,-71.570954,2013-05-05,Deciduous,17-22 m
1319601101,46.150309,-70.762233,2013-05-02,Deciduous,17-22 m
1319601202,46.236819,-70.999464,2013-05-02,Mixed,17-22 m
1319601401,46.339261,-71.399149,2013-05-04,Deciduous,17-22 m
1319601502,46.585926,-71.469759,2013-05-05,Mixed,17-22 m
1319601601,46.59422,-71.628866,2013-05-05,Coniferous,7-12 m
1319601801,45.785796,-71.922141,2013-04-21,Mixed,12-17 m
1319601902,45.923731,-71.930241,2013-04-22,Deciduous,>22 m
1319602001,46.16523,-71.916191,2013-05-02,Mixed,17-22 m
1319602002,46.168304,-71.912843,2013-04-30,Deciduous,12-17 m
1319602101,46.340672,-72.349356,2013-04-30,Deciduous,>22 m
1319602202,46.452945,-71.699154,2013-05-04,Deciduous,17-22 m
1319602402,48.286804,-70.833632,2013-11-26,Mixed,17-22 m
1319603802,46.981184,-77.476299,2013-05-15,Mixed,7-12 m
1319604002,47.204374,-78.832635,2013-06-11,Mixed,17-22 m
1319604102,47.047356,-79.129696,2013-06-11,Mixed,17-22 m
1319604401,47.278648,-77.421102,2013-06-15,Mixed,17-22 m
1319604502,46.704577,-77.866855,2013-05-16,Coniferous,17-22 m
1319604601,46.535611,-77.647027,2013-05-14,Mixed,7-12 m
1319604701,46.867127,-78.0865,2013-05-14,Deciduous,17-22 m
1319606602,46.06241,-74.849058,2013-05-19,Deciduous,17-22 m
1319606702,46.236442,-74.979414,2013-05-19,Deciduous,>22 m
1319607101,45.928453,-74.860825,2013-05-18,Mixed,12-17 m
1319607501,47.540847,-72.923061,2013-11-26,Mixed,7-12 m
1319607601,45.916263,-74.082877,2013-05-20,Deciduous,17-22 m
1319607602,45.913405,-74.07936,2013-05-20,Deciduous,17-22 m
1319607902,46.489789,-72.851917,2013-12-01,Coniferous,7-12 m
1319608002,46.482358,-72.89469,2013-12-01,Deciduous,12-17 m
1319609102,46.18415,-74.881687,2013-05-19,Deciduous,>22 m
1319609502,47.134487,-72.435498,2013-11-29,Mixed,12-17 m
1319609802,47.486767,-72.523878,2013-11-27,Mixed,17-22 m
1319609902,47.520185,-73.096284,2013-11-26,Coniferous,7-12 m
1319610002,47.547543,-73.053205,2013-11-28,Mixed,>22 m
1319611502,49.438384,-67.273077,2013-07-09,Coniferous,7-12 m
1319611701,47.830702,-70.629146,2013-07-10,Coniferous,12-17 m
1319612702,46.646887,-70.909998,2013-05-06,Mixed,7-12 m
1319613202,47.662815,-76.800633,2013-06-16,Mixed,17-22 m
1319613501,45.667002,-76.343416,2013-05-16,Mixed,>22 m
1319613601,45.839636,-76.666822,2013-05-15,Deciduous,>22 m
1319614602,45.999072,-72.478162,2013-04-20,Mixed,7-12 m
1319614702,46.301023,-74.854581,2013-05-19,Deciduous,17-22 m
1319615102,46.170343,-70.832585,2013-05-02,Coniferous,7-12 m
1319616201,48.435638,-75.917964,2013-06-30,Coniferous,12-17 m
1319616301,48.266397,-79.257296,2013-06-14,Deciduous,17-22 m
1319616402,48.153595,-79.363632,2013-06-14,Deciduous,17-22 m
1319620002,46.277239,-71.325042,2013-05-03,Coniferous,12-17 m
1319620101,45.651674,-76.429803,2013-05-17,Coniferous,7-12 m
1319620102,45.648479,-76.432833,2013-05-17,Mixed,17-22 m
1319620302,46.120684,-77.184086,2013-05-16,Mixed,17-22 m
1319620502,48.353133,-66.868751,2013-11-03,Mixed,2-4 m
1319620701,48.554146,-77.19148,2013-06-28,Coniferous,17-22 m
1319620802,48.203416,-65.596037,2013-10-31,Deciduous,17-22 m
1319620901,48.253951,-66.040159,2013-11-01,Mixed,12-17 m
1319621101,46.189709,-74.778581,2013-05-18,Deciduous,>22 m
1319621102,46.192743,-74.781884,2013-05-18,Deciduous,>22 m
1319621201,45.779526,-74.363466,2013-05-20,Deciduous,17-22 m
1319621602,48.168224,-78.994503,2013-06-13,Deciduous,4-7 m
1319621802,48.746018,-75.56676,2013-06-28,Coniferous,12-17 m
1319621901,50.857132,-72.286035,2013-07-25,Coniferous,12-17 m
1319622301,48.502887,-67.276905,2013-11-04,Deciduous,>22 m
1319632001,46.999129,-77.835232,2013-05-14,Mixed,7-12 m
1319688001,47.321171,-73.371487,2013-11-30,Deciduous,12-17 m
1404700101,50.935473,-67.140246,2014-08-30,Coniferous,12-17 m
1404700202,51.071534,-66.877331,2014-07-21,Coniferous,7-12 m
1404700302,49.866241,-67.481665,2014-07-08,Mixed,2-4 m
1404711101,50.819001,-67.263733,2014-10-08,Coniferous,12-17 m
1404800101,49.711025,-70.692484,2014-09-23,Coniferous,2-4 m
1419601701,46.673052,-70.030464,2014-09-19,Mixed,12-17 m
1419601702,46.676863,-70.030227,2014-09-19,Coniferous,12-17 m
1419602901,46.387162,-75.338043,2014-07-06,Deciduous,7-12 m
1419603002,46.40576,-75.332035,2014-07-06,Deciduous,>22 m
1419603201,46.318916,-75.384856,2014-07-05,Deciduous,>22 m
1419603502,46.753707,-75.220502,2014-07-05,Coniferous,12-17 m
1419603601,46.867288,-75.463519,2014-07-04,Mixed,17-22 m
1419604202,46.906211,-76.430605,2014-07-01,Mixed,17-22 m
1419604301,46.925828,-76.160277,2014-07-03,Coniferous,7-12 m
1419605102,47.252991,-74.912351,2014-07-01,Mixed,17-22 m
1419606802,46.38758,-74.800542,2014-06-30,Deciduous,17-22 m
1419607401,45.714762,-74.14316,2014-07-17,Mixed,17-22 m
1419608102,46.501415,-72.294438,2014-08-11,Coniferous,12-17 m
1419608201,46.685176,-72.301181,2014-06-07,Deciduous,>22 m
1419608402,46.980591,-72.335524,2014-08-15,Deciduous,12-17 m
1419608502,47.013746,-72.896204,2014-10-12,Mixed,17-22 m
1419609201,46.968197,-74.622873,2014-07-03,Mixed,12-17 m
1419609401,46.966389,-72.702821,2014-06-03,Deciduous,12-17 m
1419609601,47.274898,-72.564096,2014-08-12,Deciduous,17-22 m
1419609701,47.351152,-73.942264,2014-07-29,Deciduous,2-4 m
1419610101,47.16517,-73.443849,2014-07-30,Coniferous,12-17 m
1419610302,47.199121,-73.194082,2014-06-05,Deciduous,17-22 m
1419610401,47.302331,-73.206662,2014-06-06,Coniferous,17-22 m
1419610501,47.438239,-73.370422,2014-06-04,Mixed,17-22 m
1419610602,47.813549,-73.511591,2014-07-31,Deciduous,17-22 m
1419610702,47.496804,-73.162366,2014-06-06,Deciduous,>22 m
1419612802,46.786181,-70.145839,2014-06-05,Mixed,12-17 m
1419613902,48.254056,-71.949516,2014-06-23,Mixed,12-17 m
1419614002,48.452923,-70.890517,2014-06-20,Mixed,17-22 m
1419614102,48.496134,-71.216965,2014-06-20,Deciduous,2-4 m
1419614401,48.763151,-72.199562,2014-06-17,Coniferous,17-22 m
1419614402,48.764274,-72.194013,2014-06-17,Coniferous,17-22 m
1419614801,45.656585,-73.919761,2014-07-16,Mixed,12-17 m
1419614802,45.655364,-73.924902,2014-07-15,Deciduous,17-22 m
1419616702,48.54717,-69.952975,2014-06-21,Coniferous,7-12 m
1419617302,48.644432,-71.259135,2014-06-19,Coniferous,7-12 m
1419620402,47.078929,-69.750379,2014-06-03,Mixed,12-17 m
1419621501,48.482593,-64.403042,2014-06-07,Coniferous,12-17 m
1419622502,47.786634,-69.585755,2014-06-04,Coniferous,12-17 m
1519602301,48.810038,-72.589337,2015-06-18,Coniferous,12-17 m
1519602302,48.813867,-72.589281,2015-06-22,Coniferous,12-17 m
1519607301,45.646954,-73.966367,2015-07-04,Mixed,17-22 m
1519607302,45.645509,-73.971415,2015-07-04,Mixed,7-12 m
1519607402,45.711104,-74.144796,2015-07-01,Mixed,4-7 m
1519607702,46.015649,-73.777949,2015-07-05,Deciduous,17-22 m
1519607802,46.067811,-73.661471,2015-07-03,Deciduous,12-17 m
1519612101,48.805697,-73.083028,2015-06-21,Deciduous,17-22 m
1519612102,48.804566,-73.088542,2015-06-21,Mixed,12-17 m
1519615201,46.445248,-72.423135,2015-07-06,Coniferous,12-17 m
1519620602,48.636358,-67.42898,2015-06-02,Mixed,12-17 m
1519621702,47.629384,-68.695589,2015-06-15,Coniferous,7-12 m
1519622401,47.756943,-69.519395,2015-06-19,Deciduous,2-4 m
1519800101,47.324395,-71.086291,2015-06-22,Mixed,2-4 m
1519800102,47.322479,-71.081257,2015-06-23,Mixed,2-4 m
1519800201,47.333959,-71.078059,2015-06-15,Mixed,2-4 m
1519800202,47.33163,-71.082711,2015-06-19,Mixed,2-4 m
1519800301,47.311687,-71.07566,2015-06-18,Mixed,2-4 m
1519800302,47.316491,-71.072332,2015-06-18,Mixed,2-4 m
1519800401,47.339071,-71.067035,2015-07-22,Coniferous,2-4 m
1519800402,47.339885,-71.072876,2015-06-19,Mixed,2-4 m
1519800501,47.339394,-71.053783,2015-06-17,Coniferous,2-4 m
1519800502,47.334277,-71.053825,2015-06-17,Coniferous,2-4 m
1619604802,48.517826,-75.104712,2016-06-29,Mixed,17-22 m
1619604902,47.941492,-75.378496,2016-06-14,Deciduous,12-17 m
1619605302,48.727439,-73.975678,2016-06-30,Coniferous,7-12 m
1619605501,48.789882,-73.726747,2016-08-09,Mixed,4-7 m
1619606901,46.409169,-74.936728,2016-06-01,Mixed,12-17 m
1619606902,46.407964,-74.931595,2016-06-03,Deciduous,17-22 m
1619607001,46.454929,-73.746987,2016-06-05,Deciduous,7-12 m
1619607901,46.48596,-72.851957,2016-07-14,Deciduous,>22 m
1619608801,46.655192,-73.46073,2016-07-12,Mixed,17-22 m
1619608901,46.572598,-73.708961,2016-06-04,Deciduous,17-22 m
1619610201,47.175878,-73.565945,2016-07-17,Coniferous,12-17 m
1619611401,46.966387,-72.450291000000007,2016-07-15,Deciduous,7-12 m
1619611902,48.547595,-73.621045,2016-07-03,Coniferous,7-12 m
1619612002,48.562643,-73.69782,2016-08-13,Coniferous,12-17 m
1619612202,49.052773,-73.066333,2016-06-04,Deciduous,17-22 m
1619612301,48.700396,-75.019602,2016-06-28,Coniferous,12-17 m
1619612302,48.70165,-75.014177,2016-06-28,Coniferous,12-17 m
1619614302,48.694915,-71.61954,2016-05-30,Coniferous,7-12 m
1619614501,48.92118,-72.296453,2016-07-01,Mixed,17-22 m
1619614502,48.920059,-72.301988,2016-07-04,Mixed,17-22 m
1619621002,49.081077,-66.719681,2016-06-02,Deciduous,4-7 m
7000400101,45.01396,-71.885426,2008-08-13,Deciduous,>22 m
7000400102,45.014554,-71.884717,2008-08-13,Mixed,12-17 m
7000400201,45.033127,-71.732475,2008-08-15,Deciduous,17-22 m
7000400202,45.031987,-71.727209,2008-08-15,Deciduous,12-17 m
7000400301,45.050205,-71.58267,2008-08-14,Deciduous,17-22 m
7000400302,45.051426,-71.577209,2008-08-14,Deciduous,4-7 m
7000400401,45.048408,-71.687419,2008-08-15,Mixed,7-12 m
7000400402,45.049661,-71.681986,2008-08-15,Deciduous,17-22 m
7000400501,45.051218,-71.95549,2008-08-13,Deciduous,>22 m
7000400502,45.050032,-71.949696,2008-08-13,Deciduous,17-22 m
7000400601,45.049617,-72.366967,2008-08-19,Deciduous,7-12 m
7000400602,45.046903,-72.370067,2008-08-19,Deciduous,17-22 m
7000400701,45.100888,-71.627274,2008-08-14,Mixed,12-17 m
7000400702,45.099676,-71.632485,2008-08-14,Deciduous,17-22 m
7000400801,45.099144,-72.115895,2008-09-19,Coniferous,4-7 m
7000400802,45.098041,-72.121411,2008-09-19,Mixed,17-22 m
7000400901,45.116448,-72.499277,2012-09-01,Deciduous,>22 m
7000400902,45.115261,-72.494226,2012-09-01,Deciduous,17-22 m
7000401001,45.149433,-71.56785,2008-08-16,Mixed,4-7 m
7000401002,45.153091,-71.570334,2011-12-14,Mixed,2-4 m
7000401101,45.150075,-71.915922,2008-08-17,Deciduous,17-22 m
7000401102,45.14713,-71.915417,2011-12-13,Mixed,17-22 m
7000401201,45.166541,-72.233281,2008-09-22,Coniferous,12-17 m
7000401202,45.170293,-72.233236,2008-09-22,Deciduous,>22 m
7000401301,45.183909,-71.416534,2008-08-16,Coniferous,7-12 m
7000401302,45.180681,-71.419561,2008-08-16,Mixed,12-17 m
7000401401,45.20018,-71.932617,2008-08-17,Coniferous,12-17 m
7000401402,45.201001,-71.926706,2008-08-17,Deciduous,17-22 m
7000401501,45.2292,-71.982822,2008-08-18,Mixed,>22 m
7000401502,45.232868,-71.983108,2008-08-18,Coniferous,12-17 m
7000401601,45.250937,-72.000318,2008-08-19,Deciduous,>22 m
7000401602,45.254828,-72.000585,2008-08-19,Mixed,>22 m
7000401701,45.266846,-72.098699,2008-08-20,Mixed,17-22 m
7000401702,45.262969,-72.098833,2008-08-20,Deciduous,>22 m
7000401801,45.300357,-71.450298,2008-09-14,Deciduous,17-22 m
7000401802,45.303534,-71.447023,2008-09-14,Deciduous,12-17 m
7000401901,45.300802,-71.498326,2008-09-16,Deciduous,12-17 m
7000401902,45.298155,-71.494441,2008-09-16,Mixed,12-17 m
7000402001,45.29973,-71.883354,2008-08-17,Coniferous,17-22 m
7000402002,45.302947,-71.880054,2008-08-17,Mixed,17-22 m
7000402101,45.316031,-71.334189,2008-09-16,Mixed,12-17 m
7000402201,45.348939,-71.134044,2008-08-31,Deciduous,17-22 m
7000402202,45.347632,-71.139325,2008-08-30,Deciduous,17-22 m
7000402301,45.349706,-71.232996,2008-08-30,Mixed,12-17 m
7000402302,45.352741,-71.236838,2011-12-18,Deciduous,17-22 m
7000402401,45.367859,-71.351967,2008-09-14,Deciduous,>22 m
7000402402,45.363772,-71.352149,2008-09-14,Deciduous,17-22 m
7000402501,45.366933,-71.398817,2008-09-16,Deciduous,17-22 m
7000402502,45.364165,-71.401786,2008-09-16,Deciduous,12-17 m
7000402601,45.366061,-71.749744,2008-08-12,Mixed,17-22 m
7000402602,45.366807,-71.753909,2008-08-12,Mixed,17-22 m
7000402701,45.366124,-72.166729,2008-09-21,Deciduous,>22 m
7000402702,45.362988,-72.170134,2008-09-21,Deciduous,>22 m
